pdf,global_id,dataset,well_name,locid,parlabel,parvq,risunits,logdate,lat,long,ns
Y,03047674,FRACK,Occidental of Elk Hills Inc.,4-6B-1C,WELL # 4-6B-1C,=,null,BUENA VISTA OILFIELD,35.171433,-119.45748,1
null,11120005,FRACK,Seneca Resources Corporation,83A-33,!ORCUTT! 83A-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4784856,-118.86846,1
Y,03045721,FRACK,Aera Energy LLC,528AR2-20,WELL # 528AR2-20,=,null,BELRIDGE SOUTH OILFIELD,35.470504,-119.74020,1
Y,03047171,FRACK,Aera Energy LLC,7458E-2,!BELRIDGE V! 7458E-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.430148,-119.68355,1
Y,11122137,FRACK,Occidental Oil and Gas ,Torrey 112 ,WELL # TORREY 112 ,=,null,TORREY CANYON OILFIELD,34.37578,-118.78442,1
null,03043351,FRACK,Occidental of Elk Hills Inc.,33SW-28S,WELL # 33SW-28S - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.292236,-119.40743,1
Y,03046648,FRACK,Aera Energy LLC,7291F-2,!BELRIDGE I! 7291F-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.434223,-119.68944,1
null,11120554,FRACK,Mirada Petroleum Inc.,57,!HAMP FEE! 57 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4321454,-119.10097,1
null,03711658,FRACK,Linn Operating Inc.,A-3,!ROWLAND! A-3,=,null,BREA-OLINDA OILFIELD,33.9540438,-117.90322,1
null,11120712,FRACK,Seneca Resources Corporation,14,!FRANKEL B! 14 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4760425,-118.86774,1
null,11121314,FRACK,Vintage Production California LLC,313,!VALEX-FERNDALE! 313 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4292091,-119.08171,1
null,11120510,FRACK,Vaquero Energy Inc.,1,!REHART-HUNTER! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4658620,-118.87129,1
null,11121459,FRACK,Vintage Production California LLC,70,!HAMP! 70 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4348718,-119.09573,1
null,11120944,FRACK,Vaquero Energy Inc.,3-34,!HUNTER-REHART! 3-34 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4635420,-118.85949,1
null,03120489,FRACK,INNEX California Inc.,17R-1,WELL # 17R-1,=,null,KETTLEMAN NORTH DOME OILFIELD,35.9514856,-119.98464,1
null,11120640,FRACK,Vaquero Energy Inc.,3-53,!A.D.P. HUNTER-ROGERS! 3-53 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4634110,-118.85936,1
Y,03050012,FRACK,Aera Energy LLC,965MR-29 ,WELL # 965MR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.461497,-119.73108,1
Y,03048689,FRACK,Chevron USA Inc. ,32F 12-11ER ,WELL # 32F 12-11ER ,=,null,LOST HILLS OILFIELD,35.617865,-119.72633,1
Y,03049304,FRACK,Aera Energy LLC,956R-34 ,WELL # 956R-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.445094,-119.69796,1
Y,03048613,FRACK,Aera Energy LLC,7202E-3,!BELRIDGE III! 7202E-3,=,null,BELRIDGE SOUTH OILFIELD,35.436366,-119.69671,1
null,11120677,FRACK,Seneca Resources Corporation,12,!FRANKEL B! 12 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761583,-118.86766,1
null,11102811,FRACK,Seneca Resources Corporation,25-28,!TAR CREEK! 25-28 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4883048,-118.88116,1
Y,10120903,FRACK,Venoco Inc.,36-3,!BUTTES COMMUNITY 1! 36-3 - NOT DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.185903,-121.82077,1
Y,03050376,FRACK,Aera Energy LLC,923HR-33 ,WELL # 923HR-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.451844,-119.72083,1
null,11120525,FRACK,Seneca Resources Corporation,78-29,!SHALE RIDGE! 78-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4838614,-118.88532,1
null,03021486,FRACK,Vintage Production California LLC,36D,!ALTA VEDDER! 36D - NOT DIRECTIONALLY DRILLED,=,null,MOUNT POSO OILFIELD,35.606156,-118.96992,1
Y,03048602,FRACK,Aera Energy LLC,7035D-3,!BELRIDGE III! 7035D-3,=,null,BELRIDGE SOUTH OILFIELD,35.44009,-119.70213,1
null,11120950,FRACK,Seneca Resources Corporation,22,!FRANKEL B! 22 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4702524,-118.85866,1
Y,03047329,FRACK,Aera Energy LLC,7391G-2,!BELRIDGE V! 7391G-2 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.432215,-119.68921,1
Y,03049254,FRACK,Aera Energy LLC,532G1-35 ,WELL # 532G1-35 ,=,null,BELRIDGE NORTH OILFIELD,35.535075,-119.78018,1
null,11121122,FRACK,Concordia Resources Inc.,83X-1,!VENTURA REALTY! 83X-1 - DIRECTIONALLY DRILLED,=,null,CHAFFEE CANYON OILFIELD,34.3712024,-118.82509,1
Y,03048830,FRACK,Aera Energy LLC,547P4-35,WELL # 547P4-35,=,null,BELRIDGE NORTH OILFIELD,35.531876,-119.78148,1
Y,03045722,FRACK,Aera Energy LLC,528LR3-20,WELL # 528LR3-20,=,null,BELRIDGE SOUTH OILFIELD,35.471139,-119.74289,1
null,11120730,FRACK,Vintage Production California LLC,6,!BARKER-FERNDALE! 6 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4340721,-119.08516,1
Y,03047039,FRACK,Aera Energy LLC,76WBR-19,!ELLIS! 76WBR-19 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.474731,-119.74711,1
Y,03046440,FRACK,Occidental of Elk Hills Inc.,3-9BH-5D,WELL # 3-9BH-5D,=,null,BUENA VISTA OILFIELD,35.166189,-119.42460,1
null,11120966,FRACK,Seneca Resources Corporation,87-31,!CAL PAC! 87-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705364,-118.90421,1
Y,03041649,FRACK,Exxon Mobil Corporation,674C,!HILL! 674C,=,null,BELRIDGE SOUTH OILFIELD,35.478864,-119.74713,1
Y,03046765,FRACK,Aera Energy LLC,555D3-36,!RESULT! 555D3-36 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.529956,-119.77497,1
Y,03044695,FRACK,Chevron U.S.A. Inc.,2-9H,WELL # 2-9H - NOT DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.6343701,-119.74142,1
null,11102699,FRACK,Seneca Resources Corporation,26V-28,!TAR CREEK! 26V-28 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4866571,-118.88017,1
Y,03046207,FRACK,Occidental of Elk Hills Inc.,5-1H-1C,WELL # 5-1H-1C - DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.179436,-119.45566,1
Y,03047959,FRACK,Aera Energy LLC,587C2-29,WELL # 587C2-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.458701,-119.72630,1
Y,03044309,FRACK,Exxon Mobil Corporation,621,!HILL! 621 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.483944,-119.75812,1
Y,03049582,FRACK,Aera Energy LLC,914K-34 ,WELL # 914K-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.44947,-119.70586,1
Y,03047160,FRACK,Aera Energy LLC,7331A-2,!BELRIDGE V! 7331A-2 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.433304,-119.68225,1
Y,02913409,FRACK,Occidental of Elk Hills Inc.,502-15D,WELL # 502-15D,=,null,BUENA VISTA OILFIELD,35.148109,-119.39281,1
Y,03046478,FRACK,Occidental of Elk Hills Inc.,5-3-3D,WELL # 5-3-3D - HORIZONTALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.177306,-119.38583,1
null,11120065,FRACK,Seneca Resources Corporation,76-28,!TAR CREEK! 76-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4862403,-118.87243,1
Y,03045270,FRACK,Aera Energy LLC,538CR3-20,WELL # 538CR3-20,=,null,BELRIDGE SOUTH OILFIELD,35.471422,-119.73774,1
Y,03043943,FRACK,Vintage Production California LLC,21-1H,!FARMLAND RESERVE! 21-1H,=,null,SHAFTER NORTH OILFIELD,35.547776,-119.28689,1
Y,03047566,FRACK,Chevron USA Inc. ,Sec 4 4-8H ,WELL # SEC 4 4-8H ,=,null,LOST HILLS OILFIELD,35.605649,-119.71957,1
null,03014823,FRACK,Chevron U.S.A. Inc.,5-8D,WELL # 5-8D - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.63433,-119.73580,1
Y,03048382,FRACK,Aera Energy LLC,722AU-29 ,WELL # 722AU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.466958,-119.74007,1
Y,03041636,FRACK,Exxon Mobil Corporation,641C,!HILL! 641C - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.483542,-119.75253,1
Y,03048603,FRACK,Aera Energy LLC,7057E-3,!BELRIDGE III! 7057E-3,=,null,BELRIDGE SOUTH OILFIELD,35.439523,-119.70029,1
null,11120047,FRACK,Seneca Resources Corporation,88-31,!CAL-PAC! 88-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705784,-118.90407,1
Y,03048679,FRACK,Occidental of Elk Hills Inc.,15E-35R,WELL # 15E-35R,=,null,ELK HILLS OILFIELD,35.2737014,-119.48371,1
Y,03049335,FRACK,Aera Energy LLC,721AL-29 ,WELL # 721AL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.46859,-119.74006,1
Y,03047325,FRACK,Aera Energy LLC,7452B-2,!BELRIDGE II! 7452B-2 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.43058,-119.67935,1
null,03036957,FRACK,Macpherson Oil Company,34,!FREEMAN! 34 - DIRECTIONALLY DRILLED,=,null,ROUND MOUNTAIN OILFIELD,35.4769834,-118.88136,1
Y,03049306,FRACK,Aera Energy LLC,957G-34 ,WELL # 957G-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.4443,-119.69735,1
Y,03044614,FRACK,Aera Energy LLC,527LR3-20,WELL # 527LR3-20,=,null,BELRIDGE SOUTH OILFIELD,35.472689,-119.74044,1
Y,03044622,FRACK,Aera Energy LLC,541CR-29,WELL # 541CR-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.46964,-119.73556,1
Y,03049662,FRACK,Aera Energy LLC,568N1-12 ,WELL # 568N1-12 ,=,null,BELRIDGE SOUTH OILFIELD,35.499699,-119.76641,1
Y,03047739,FRACK,Aera Energy LLC,523L1-29,WELL # 523L1-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.465162,-119.74032,1
Y,03044775,FRACK,Aera Energy LLC,511LR3-29,WELL # 511LR3-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468963,-119.74261,1
Y,03048284,FRACK,Aera Energy LLC,733GL-29,WELL # 733GL-29,=,null,BELRIDGE SOUTH OILFIELD,35.466212,-119.73726,1
null,11121124,FRACK,Vintage Production California LLC,14,!ARCO! 14 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4318602,-119.11371,1
Y,03044505,FRACK,Exxon Mobil Corporation,621FW,!HILL! 621FW,=,null,BELRIDGE SOUTH OILFIELD,35.483127,-119.75731,1
Y,03034502,FRACK,Occidental of Elk Hills Inc.,332-36S,WELL # 332-36S - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.280511,-119.35396,1
Y,03047777,FRACK,Occidental of Elk Hills Inc.,38-20R,WELL # 38-20R,=,null,ELK HILLS OILFIELD,35.300903,-119.52779,1
Y,10120891,FRACK,Venoco Inc.,419,!BUTTES COMMUNITY 1! 419 - NOT DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.218581,-121.87406,1
null,03045082,FRACK,Berry Petroleum Company,52-58,!SOUTHWESTERN! 52-58,=,null,MIDWAY-SUNSET OILFIELD,35.253881,-119.58077,1
null,11121943,FRACK,Vintage Production California LLC,8,!NORMAN RICHARDSON! 8 - DIRECTIONALLY DRILLED,=,null,SOUTH MOUNTAIN OILFIELD,34.3264034,-119.03678,1
Y,03047530,FRACK,Aera Energy LLC,6200,!LOST HILLS ONE! 6200 - NOT DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.611517,-119.72487,1
null,02905289,FRACK,Chevron U.S.A. Inc.,541,WELL # 541 - DIRECTIONALLY DRILLED,=,null,MCKITTRICK OILFIELD,35.324224,-119.63319,1
null,03047933,FRACK,XTO Energy/ExxonMobil ,Hill 643FW ,WELL # HILL 643FW ,=,null,BELRIDGE SOUTH OILFIELD,35.480219,-119.75334,1
Y,03047841,FRACK,Exxon Mobil Corporation,662A,!HILL! 662A,=,null,BELRIDGE SOUTH OILFIELD,35.481173,-119.74848,1
null,11121529,FRACK,Seneca Resources Corporation,22-28,!ELM CREEK! 22-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4935091,-118.88006,1
null,11121556,FRACK,Seneca Resources Corporation,48,!FRANKEL B! 48 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4698977,-118.85875,1
Y,03048214,FRACK,Aera Energy LLC,972LR-33,WELL # 972LR-33,=,null,BELRIDGE SOUTH OILFIELD,35.452142,-119.71208,1
Y,03048929,FRACK,Aera Energy LLC,558D-18 ,WELL # 558D-18 ,=,null,BELRIDGE SOUTH OILFIELD,35.484987,-119.75032,1
null,11121555,FRACK,Mirada Petroleum Inc.,4,!NESBITT! 4 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4445526,-119.09742,1
Y,11122145,FRACK,Seneca Resources Corporation,1-31,!OAK FLAT! 1-31,=,null,SESPE OILFIELD,34.470716,-118.90812,1
Y,03049977,FRACK,Aera Energy LLC,515A3-20 ,WELL # 515A3-20 ,=,null,BELRIDGE SOUTH OILFIELD,35.47585,-119.74157,1
null,11120850,FRACK,Seneca Resources Corporation,18,!FRANKEL B! 18 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4708337,-118.85865,1
null,11121440,FRACK,Seneca Resources Corporation,38,!FRANKEL B! 38 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4705741,-118.85865,1
null,11121319,FRACK,Seneca Resources Corporation,41-6,!BONEBRAKE B! 41-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4640455,-118.91675,1
Y,03048777,FRACK,Aera Energy LLC,6348C,!LOST HILLS ONE! 6348C,=,null,LOST HILLS OILFIELD,35.60796,-119.72423,1
Y,03041654,FRACK,Exxon Mobil Corporation,632JW,!HILL! 632JW,=,null,BELRIDGE SOUTH OILFIELD,35.482704,-119.75419,1
Y,03046761,FRACK,Aera Energy LLC,531E1-1,WELL # 531E1-1 - DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.527658,-119.77407,1
null,11120179,FRACK,Seneca Resources Corporation,72-6,!BONEBRAKE B! 72-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4663779,-118.90256,1
Y,11122082,FRACK,Aera Energy LLC,Taylor 836 ,WELL # TAYLOR 836 ,=,null,VENTURA OILFIELD,34.311506,-119.31734,1
null,11120423,FRACK,Vintage Production California LLC,1,!BARKER-FERNDALE! 1 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4338506,-119.08551,1
Y,03049843,FRACK,Occidental Oil and Gas ,67-18R ,WELL # 67-18R ,=,null,ELK HILLS OILFIELD,35.313281,-119.54359,1
Y,03049275,FRACK,Aera Energy LLC,551G2-35 ,WELL # 551G2-35 ,=,null,BELRIDGE NORTH OILFIELD,35.531493,-119.78429,1
Y,03049338,FRACK,Aera Energy LLC,721NL-29 ,WELL # 721NL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.469137,-119.73937,1
null,11120577,FRACK,Seneca Resources Corporation,75-29,!SHALE RIDGE! 75-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4867706,-118.88690,1
Y,03048416,FRACK,Aera Energy LLC,732EL-29 ,WELL # 732EL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.468536,-119.73857,1
null,05905539,FRACK,Columbine Associates,1,!YORBA! 1,=,null,ESPERANZA OILFIELD,33.896932,-117.76651,1
null,11120068,FRACK,Seneca Resources Corporation,83E-33,!ORCUTT! 83E-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4789937,-118.86783,1
null,11121207,FRACK,Vintage Production California LLC,29,!ARCO! 29 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4318788,-119.11364,1
null,11120664,FRACK,Seneca Resources Corporation,1,!T  AND  G! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4930035,-118.88635,1
null,11121318,FRACK,Vintage Production California LLC,126,!OJAI! 126 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4295610,-119.12641,1
Y,03049550,FRACK,Aera Energy LLC,585N-29 ,WELL # 585N-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.461791,-119.72622,1
Y,03047745,FRACK,Aera Energy LLC,938AR-20,WELL # 938AR-20,=,null,BELRIDGE SOUTH OILFIELD,35.47186,-119.73789,1
Y,03047170,FRACK,Aera Energy LLC,7437E-2,!BELRIDGE V! 7437E-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.430856,-119.68671,1
Y,03047853,FRACK,Exxon Mobil Corporation,674P,!HILL! 674P - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.477893,-119.74677,1
Y,03047569,FRACK,Chevron USA Inc. ,4 5-6K ,WELL # 4 5-6K ,=,null,LOST HILLS OILFIELD,35.607855,-119.71846,1
Y,03048212,FRACK,Aera Energy LLC,954ZR-33,WELL # 954ZR-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.449374,-119.71402,1
null,11100203,FRACK,R. Scott Price,1,!REHART! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4664010,-118.87137,1
null,11121439,FRACK,Seneca Resources Corporation,34,!FRANKEL B! 34 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4762138,-118.86740,1
null,05907535,FRACK,Linn Operating Inc.,3,!ORANGE-ROWLAND! 3,=,null,BREA-OLINDA OILFIELD,33.9458123,-117.90042,1
Y,11122159,FRACK,Vintage Production California LLC,5,!SHAW! 5 - DIRECTIONALLY DRILLED,=,null,BARDSDALE OILFIELD,34.3581351,-118.92536,1
Y,10120900,FRACK,Venoco Inc.,54-3,!BUTTES COMMUNITY 1! 54-3 - NOT DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.189194,-121.84629,1
Y,03047653,FRACK,Aera Energy LLC,521N2-1,WELL # 521N2-1 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.527115,-119.77524,1
Y,03048837,FRACK,Aera Energy LLC,551K1-35,WELL # 551K1-35,=,null,BELRIDGE NORTH OILFIELD,35.531181,-119.78448,1
Y,03047785,FRACK,Exxon Mobil Corporation,652BW,!HILL! 652BW,=,null,BELRIDGE SOUTH OILFIELD,35.481663,-119.75104,1
Y,03047072,FRACK,Aera Energy LLC,87WM-19,!KING! 87WM-19,=,null,BELRIDGE SOUTH OILFIELD,35.471954,-119.74421,1
Y,03047646,FRACK,Aera Energy LLC,526ER-18,WELL # 526ER-18 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.489936,-119.75887,1
null,11121337,FRACK,Oryx Energy Company,1,!NISHIMOTO! 1 - NOT DIRECTIONALLY DRILLED,=,null,CABRILLO OILFIELD,34.1635072,-119.14069,1
Y,03049663,FRACK,Aera Energy LLC,568P3-12 ,WELL # 568P3-12 ,=,null,BELRIDGE SOUTH OILFIELD,35.499867,-119.76607,1
null,11121066,FRACK,Vintage Production California LLC,107,!VALEX-FERNDALE! 107 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4338646,-119.08529,1
Y,03049255,FRACK,Aera Energy LLC,532L1-35 ,WELL # 532L1-35 ,=,null,BELRIDGE NORTH OILFIELD,35.53605,-119.78068,1
Y,03043823,FRACK,Vintage Production California LLC,28-3H,!KIMBERLINA! 28-3H,=,null,SHAFTER NORTH OILFIELD,35.557799,-119.29482,1
Y,03048477,FRACK,Occidental Oil and Gas ,Vintage 8-14H ,WELL # VINTAGE 8-14H ,=,null, OILFIELD,35.48819,-119.2468,1
null,11120956,FRACK,Seneca Resources Corporation,12,!ROSSI! 12 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4685225,-118.86277,1
Y,03048415,FRACK,Aera Energy LLC,732CU-29 ,WELL # 732CU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.467606,-119.73757,1
Y,03045720,FRACK,Aera Energy LLC,518AR2-20,WELL # 518AR2-20 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.470099,-119.74218,1
Y,03047086,FRACK,Occidental of Elk Hills Inc.,22X-31R,WELL # 22X-31R,=,null,ASPHALTO OILFIELD,35.279634,-119.55043,1
Y,03047736,FRACK,Aera Energy LLC,911C-29,WELL # 911C-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.469803,-119.74173,1
null,03047934,FRACK,XTO Energy/ExxonMobil ,Hill 643HW ,WELL # HILL 643HW ,=,null,BELRIDGE SOUTH OILFIELD,35.480026,-119.75311,1
Y,03047172,FRACK,Aera Energy LLC,7459B-2,!BELRIDGE V! 7459B-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.43031,-119.68430,1
Y,03049128,FRACK,Aera Energy LLC,512E4-1 ,WELL # 512E4-1 ,=,null,BELRIDGE NORTH OILFIELD,35.525996,-119.77878,1
Y,03047159,FRACK,Aera Energy LLC,7288F-2,!BELRIDGE I! 7288F-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.434976,-119.68669,1
Y,03048033,FRACK,Aera Energy LLC,986HR-29,WELL # 986HR-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.460797,-119.72518,1
null,11120977,FRACK,Seneca Resources Corporation,84-29,!SR-TC! 84-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4901807,-118.88353,1
Y,03048286,FRACK,Aera Energy LLC,733LU-29,WELL # 733LU-29,=,null,BELRIDGE SOUTH OILFIELD,35.465393,-119.7384,1
null,03120472,FRACK,INNEX California Inc.,58-5-D,WELL # 58-5-D,=,null,KETTLEMAN MIDDLE DOME OILFIELD,35.86349,-119.94083,1
Y,10120845,FRACK,Venoco Inc.,329,!BUTTES COMMUNITY 1! 329 - DIRECTIONALLY DRILLED,=,null,SUTTER BUTTES GAS OILFIELD,39.1888423,-121.86453,1
Y,03047085,FRACK,Occidental of Elk Hills Inc.,7-8-36B,WELL # 7-8-36B,=,null,BUENA VISTA OILFIELD,35.181864,-119.45046,1
null,11120076,FRACK,Seneca Resources Corporation,1,!BASENBERG! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4660980,-118.90048,1
Y,03047255,FRACK,Occidental of Elk Hills Inc.,35-31R,WELL # 35-31R - DIRECTIONALLY DRILLED,=,null,ASPHALTO OILFIELD,35.3274688,-119.54948,1
Y,03049586,FRACK,Aera Energy LLC,924R-34 ,WELL # 924R-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.448658,-119.70468,1
Y,03048785,FRACK,Aera Energy LLC,7315B,!LOST HILLS ONE! 7315B,=,null,LOST HILLS OILFIELD,35.608592,-119.71761,1
Y,03047044,FRACK,Aera Energy LLC,86WCR2-19,!ELLIS! 86WCR2-19,=,null,BELRIDGE SOUTH OILFIELD,35.473981,-119.74480,1
Y,03047476,FRACK,Aera Energy LLC,511G4-1,WELL # 511G4-1 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.527985,-119.77743,1
Y,03044686,FRACK,Vintage Production California LLC,613-9Y,WELL # 613-9Y,=,null,ANY FIELD OILFIELD,35.330662,-119.73023,1
null,11102645,FRACK,Seneca Resources Corporation,1,!HEDMAN! 1 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4763795,-118.88370,1
Y,03047649,FRACK,Aera Energy LLC,538E2-18,WELL # 538E2-18 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.485924,-119.73638,1
null,11120216,FRACK,Chemassist LLC,7,!LYNN! 7 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4602227,-118.90636,1
Y,03047831,FRACK,Exxon Mobil Corporation,642D,!HILL! 642D,=,null,BELRIDGE SOUTH OILFIELD,35.481676,-119.75203,1
Y,03036602,FRACK,Occidental of Elk Hills Inc.,383-15R,WELL # 383-15R - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.318556,-119.48566,1
Y,03049893,FRACK,Aera Energy LLC,Lost Hills Govt 7596 ,WELL # LOST HILLS GOVT 7596 ,=,null,LOST HILLS OILFIELD,35.638579,-119.76060,1
null,11120330,FRACK,Seneca Resources Corporation,6,!FRANKEL B! 6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4761517,-118.87435,1
Y,03046760,FRACK,Aera Energy LLC,521R3-1,WELL # 521R3-1 - DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.526445,-119.77633,1
Y,03047900,FRACK,Aera Energy LLC,542Z2-29,WELL # 542Z2-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.467579,-119.73416,1
null,11101859,FRACK,Seneca Resources Corporation,1,!STRAND! 1 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4849726,-118.89622,1
Y,03048923,FRACK,Aera Energy LLC,517C-18 ,WELL # 517C-18 ,=,null,BELRIDGE SOUTH OILFIELD,35.487798,-119.76056,1
Y,03048260,FRACK,Aera Energy LLC,723ZL-29,WELL # 723ZL-29,=,null,BELRIDGE SOUTH OILFIELD,35.466002,-119.73879,1
Y,03048132,FRACK,Occidental Oil and Gas ,Blaze 8H ,WELL # BLAZE 8H ,=,null,SHAFTER NORTH OILFIELD,35.55051,-119.28363,1
null,02966173,FRACK,American Energy Operations Inc.,G-17,!DOW CHANSLOR! G-17 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.512993,-119.77134,1
null,11120410,FRACK,Mirada Petroleum Inc.,41,!HAMP FEE! 41 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4349546,-119.09582,1
Y,03045266,FRACK,Aera Energy LLC,531QR-29,WELL # 531QR-29,=,null,BELRIDGE SOUTH OILFIELD,35.469892,-119.73713,1
