pdf,global_id,dataset,well_name,locid,parlabel,parvq,risunits,logdate,lat,long,ns

null,11120561,FRACK,Vintage Production California LLC,59,!HAMP! 59 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4349197,-119.09572,1
Y,03043940,FRACK,Vintage Production California LLC,310-9H,!METTLER! 310-9H - HORIZONTALLY DRILLED,=,null,SHAFTER NORTH OILFIELD,35.522074,-119.27466,1
Y,03049888,FRACK,Aera Energy LLC,Lost Hills Govt 7425 ,WELL # LOST HILLS GOVT 7425 ,=,null,LOST HILLS OILFIELD,35.663858,-119.76060,1
Y,03046983,FRACK,Aera Energy LLC,732ZL-29,WELL # 732ZL-29,=,null,BELRIDGE SOUTH OILFIELD,35.467862,-119.73666,1
Y,03045497,FRACK,Occidental of Elk Hills Inc.,27E-35R,WELL # 27E-35R,=,null,ELK HILLS OILFIELD,35.270379,-119.47967,1
null,11120430,FRACK,Mirada Petroleum Inc.,44,!HAMP FEE! 44 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4362953,-119.10297,1
Y,03049298,FRACK,Aera Energy LLC,936K-34 ,WELL # 936K-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.446086,-119.70151,1
Y,03048832,FRACK,Aera Energy LLC,549C4-35,WELL # 549C4-35,=,null,BELRIDGE NORTH OILFIELD,35.531554,-119.78057,1
null,11122011,FRACK,Aera Energy LLC,267,!LLOYD! 267 - DIRECTIONALLY DRILLED,=,null,VENTURA OILFIELD,34.316292,-119.26415,1
null,03711627,FRACK,Linn Operating Inc.,D-14,!PUENTE! D-14,=,null,BREA-OLINDA OILFIELD,33.9542804,-117.91363,1
Y,03048211,FRACK,Aera Energy LLC,953Z-33,WELL # 953Z-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.450804,-119.71413,1
null,03021482,FRACK,Vintage Production California LLC,36B,!ALTA VEDDER! 36B - NOT DIRECTIONALLY DRILLED,=,null,MOUNT POSO OILFIELD,35.607074,-118.96989,1
Y,03047985,FRACK,Chevron USA Inc. ,Sec 4 6-7D ,WELL # SEC 4 6-7D ,=,null,LOST HILLS OILFIELD,35.606702,-119.71665,1
Y,03046980,FRACK,Aera Energy LLC,731EU-29,WELL # 731EU-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.469944,-119.73831,1
Y,03047069,FRACK,Aera Energy LLC,87WER-19,!KING! 87WER-19,=,null,BELRIDGE SOUTH OILFIELD,35.473501,-119.74511,1
Y,03048681,FRACK,Occidental of Elk Hills Inc.,88N-34R,WELL # 88N-34R,=,null,ELK HILLS OILFIELD,35.2696294,-119.48482,1
Y,02913335,FRACK,Occidental of Elk Hills Inc.,521-1C,WELL # 521-1C,=,null,BUENA VISTA OILFIELD,35.179501,-119.45910,1
null,11120280,FRACK,Seneca Resources Corporation,78-32,!HANSEN! 78-32 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4686604,-118.88767,1
null,11120461,FRACK,Vintage Production California LLC,49,!HAMP! 49 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4349409,-119.09579,1
Y,03048272,FRACK,Aera Energy LLC,723ZU-29,WELL # 723ZU-29,=,null,BELRIDGE SOUTH OILFIELD,35.465974,-119.73885,1
null,11120877,FRACK,Seneca Resources Corporation,15-28,!SHALE RIDGE! 15-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4882638,-118.88492,1
Y,03044382,FRACK,Exxon Mobil Corporation,674DW,!HILL! 674DW,=,null,BELRIDGE SOUTH OILFIELD,35.478616,-119.74688,1
Y,03048739,FRACK,Aera Energy LLC,7485C-2,!BELRIDGE V! 7485C-2,=,null,BELRIDGE SOUTH OILFIELD,35.429814,-119.68523,1
Y,03048535,FRACK,Aera Energy LLC,948GR2-34 ,WELL # 948GR2-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.44243,-119.69927,1
Y,03044463,FRACK,Exxon Mobil Corporation,633CW,!HILL! 633CW - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.480242,-119.75539,1
null,11122022,FRACK,Renaissance Petroleum LLC,5,!VIVIAN ROSENMUND! 5 - DIRECTIONALLY DRILLED,=,null,CABRILLO OILFIELD,34.171314,-119.13434,1
Y,03047087,FRACK,Occidental of Elk Hills Inc.,31-31R,WELL # 31-31R - DIRECTIONALLY DRILLED,=,null,ASPHALTO OILFIELD,35.280751,-119.54890,1
Y,03046676,FRACK,Occidental Oil and Gas ,Good Show 12H ,WELL # GOOD SHOW 12H ,=,null,ROSE OILFIELD,35.63028,-119.34937,1
null,11101290,FRACK,Shell Western Exploration  AND  Production Inc.,1,!MCINNES! 1 - NOT DIRECTIONALLY DRILLED,=,null,OXNARD OILFIELD,34.2025328,-119.12955,1
Y,03046186,FRACK,Aera Energy LLC,7245,!LOST HILLS TWO! 7245,=,null,LOST HILLS OILFIELD,35.653688,-119.75668,1
Y,03049253,FRACK,Aera Energy LLC,532A2-35 ,WELL # 532A2-35 ,=,null,BELRIDGE NORTH OILFIELD,35.535426,-119.78031,1
Y,03045975,FRACK,Aera Energy LLC,914CR-34,WELL # 914CR-34 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.449216,-119.70662,1
null,11120222,FRACK,Seneca Resources Corporation,61-6,!BONEBRAKE B! 61-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4664383,-118.90278,1
null,05905538,FRACK,Columbine Associates,5,!DOMETAL! 5,=,null,ESPERANZA OILFIELD,33.89631,-117.76567,1
Y,03047903,FRACK,Aera Energy LLC,933CR-29 ,WELL # 933CR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.465667,-119.73752,1
null,11102696,FRACK,Sespe Lease Inc.,3,!BLINN! 3 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4561105,-118.91451,1
Y,03047071,FRACK,Aera Energy LLC,87WJR-19,!KING! 87WJR-19,=,null,BELRIDGE SOUTH OILFIELD,35.472455,-119.74343,1
Y,03044693,FRACK,Chevron U.S.A. Inc.,1-9B,WELL # 1-9B,=,null,LOST HILLS OILFIELD,35.6341384,-119.74211,1
null,05905535,FRACK,Columbine Associates,2,!DOMETAL! 2,=,null,ESPERANZA OILFIELD,33.8959342,-117.76345,1
Y,03044621,FRACK,Aera Energy LLC,541AR-29,WELL # 541AR-29 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468605,-119.73557,1
Y,03726421,FRACK,Plains Exploration  AND  Production Company ,VIC1 635 ,WELL # VIC1 635 ,=,null,INGLEWOOD OILFIELD,34.00235,-118.37712,1
Y,03046647,FRACK,Aera Energy LLC,7267-2,!BELRIDGE I! 7267-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.434953,-119.69027,1
Y,03047034,FRACK,Aera Energy LLC,55WC-19,!ELLIS! 55WC-19 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.476348,-119.75097,1
null,11121264,FRACK,Vintage Production California LLC,117,!OJAI! 117 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4301218,-119.13032,1
null,03716458,FRACK,Linn Operating Inc.,2,!ORANGE-GRAZIDE! 2,=,null,BREA-OLINDA OILFIELD,33.9476730,-117.89590,1
null,11121588,FRACK,Seneca Resources Corporation,186-20,!IRELAND! 186-20 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.5025207,-118.88254,1
Y,03048532,FRACK,Aera Energy LLC,937DR-34 ,WELL # 937DR-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.444521,-119.70114,1
Y,03048206,FRACK,Aera Energy LLC,931S-33,WELL # 931S-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.45392,-119.71910,1
Y,03044499,FRACK,Exxon Mobil Corporation,631KW,!HILL! 631KW,=,null,BELRIDGE SOUTH OILFIELD,35.484067,-119.75514,1
Y,03047902,FRACK,Aera Energy LLC,924SR-29,WELL # 924SR-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.463127,-119.73936,1
Y,03048928,FRACK,Aera Energy LLC,538GR2-18 ,WELL # 538GR2-18 ,=,null,BELRIDGE SOUTH OILFIELD,35.486339,-119.75554,1
Y,03049015,FRACK,Occidental Oil and Gas ,78-18R ,WELL # 78-18R ,=,null,ELK HILLS OILFIELD,35.310943,-119.54076,1
Y,03047532,FRACK,Aera Energy LLC,6318,!LOST HILLS ONE! 6318 - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.608636,-119.71996,1
Y,03048526,FRACK,Aera Energy LLC,515Z1-34 ,WELL # 515Z1-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.447815,-119.70510,1
Y,03048686,FRACK,Chevron USA Inc. ,32F 12-11ER ,WELL # 32F 12-11ER ,=,null,LOST HILLS OILFIELD,35.621806,-119.73287,1
Y,03047066,FRACK,Aera Energy LLC,78WBR-19,!KING! 78WBR-19,=,null,BELRIDGE SOUTH OILFIELD,35.471612,-119.74537,1
Y,03050136,FRACK,Aera Energy LLC,976GR-29 ,WELL # 976GR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.460567,-119.72867,1
Y,03041642,FRACK,Exxon Mobil Corporation,643C,!HILL! 643C,=,null,BELRIDGE SOUTH OILFIELD,35.48007,-119.75205,1
null,11120613,FRACK,Seneca Resources Corporation,66-29,!RED ROCK! 66-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4880179,-118.88947,1
Y,03037933,FRACK,Oxy USA Inc.,1-17,!BEAR MOUNTAIN! 1-17,=,null,ANY FIELD OILFIELD,35.2313,-119.20404,1
null,11102752,FRACK,Seneca Resources Corporation,88-29,!SHALE RIDGE! 88-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4838540,-118.88548,1
Y,03047743,FRACK,Aera Energy LLC,516C1-20,WELL # 516C1-20 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.474847,-119.74223,1
Y,03049343,FRACK,Aera Energy LLC,712ZL-29 ,WELL # 712ZL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.467989,-119.74119,1
Y,03044623,FRACK,Aera Energy LLC,542ER3-29,WELL # 542ER3-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468409,-119.73574,1
null,11120976,FRACK,Seneca Resources Corporation,58-29,!RED ROCK! 58-29 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4834447,-118.89057,1
Y,23727149,FRACK,Thums Long Beach Co.,C-349,WELL # C-349 - DIRECTIONALLY DRILLED,=,null,WILMINGTON OILFIELD,33.740241,-118.13882,1
null,11120041,FRACK,Seneca Resources Corporation,72A-5,!ARUNDELL! 72A-5 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4656622,-118.88792,1
Y,03047165,FRACK,Aera Energy LLC,7385E-2,!BELRIDGE V! 7385E-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.432542,-119.68495,1
Y,03049301,FRACK,Aera Energy LLC,946M-34 ,WELL # 946M-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.445375,-119.69964,1
Y,03044771,FRACK,Aera Energy LLC,974F-29,WELL # 974F-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.464405,-119.72828,1
Y,03044462,FRACK,Exxon Mobil Corporation,632GW,!HILL! 632GW,=,null,BELRIDGE SOUTH OILFIELD,35.481519,-119.75510,1
null,11120108,FRACK,Seneca Resources Corporation,83F-33,!ORCUTT! 83F-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4790894,-118.86812,1
null,11121000,FRACK,Vintage Production California LLC,22,!ARCO! 22 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4305708,-119.11861,1
Y,03044508,FRACK,Exxon Mobil Corporation,621DW,!HILL! 621DW,=,null,BELRIDGE SOUTH OILFIELD,35.483645,-119.75776,1
null,11121236,FRACK,Vintage Production California LLC,71,!OJAI! 71 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4216561,-119.13967,1
null,11120991,FRACK,Vintage Production California LLC,115,!OJAI! 115 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4257325,-119.15020,1
null,11120626,FRACK,Vintage Production California LLC,82,!OJAI! 82 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4247606,-119.14689,1
Y,03046985,FRACK,Aera Energy LLC,738AL-20,WELL # 738AL-20 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.470598,-119.73781,1
null,11120262,FRACK,Seneca Resources Corporation,3,!ROSSI! 3 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4702089,-118.87121,1
null,02918027,FRACK,Macpherson Oil Company,77,WELL # 77 - NOT DIRECTIONALLY DRILLED,=,null,ROUND MOUNTAIN OILFIELD,35.488323,-118.8898,1
Y,03049346,FRACK,Aera Energy LLC,721CU-29 ,WELL # 721CU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.469684,-119.73996,1
null,11120621,FRACK,Mirada Petroleum Inc.,1,!A.D.P. FEDERAL! 1 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4432834,-119.09967,1
null,03711600,FRACK,Linn Operating Inc.,C-17,!PUENTE! C-17,=,null,BREA-OLINDA OILFIELD,33.9502872,-117.92234,1
Y,03045541,FRACK,Aera Energy LLC,581Z1-32,WELL # 581Z1-32 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.455132,-119.72564,1
Y,03049847,FRACK,Occidental Oil and Gas ,82-19R ,WELL # 82-19R ,=,null,ELK HILLS OILFIELD,35.309129,-119.53660,1
Y,03044697,FRACK,Chevron U.S.A. Inc.,2-10H,WELL # 2-10H,=,null,LOST HILLS OILFIELD,35.6331594,-119.74138,1
Y,03047748,FRACK,Aera Energy LLC,721ZU-29,WELL # 721ZU-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.469487,-119.73889,1
Y,03005403,FRACK,Occidental of Elk Hills Inc.,7-45-20B,WELL # 7-45-20B - NOT DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.21172,-119.52733,1
null,03043299,FRACK,Occidental of Elk Hills Inc.,36NW-36S,WELL # 36NW-36S - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.272758,-119.35443,1
Y,03044627,FRACK,Aera Energy LLC,575CR-29,WELL # 575CR-29,=,null,BELRIDGE SOUTH OILFIELD,35.462369,-119.72891,1
Y,03047738,FRACK,Aera Energy LLC,513A1-29,WELL # 513A1-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.464919,-119.74189,1
null,11121199,FRACK,Seneca Resources Corporation,51B-28,!TAR CREEK! 51B-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4950986,-118.87620,1
Y,03045869,FRACK,Vintage Production California LLC,1-14H,!SILL! 1-14H,=,null,ANY FIELD OILFIELD,35.497549,-119.25082,1
Y,11122153,FRACK,Seneca Resources Corporation,53-29,!THORNBURY-GEIS! 53-29,=,null,SESPE OILFIELD,34.492803,-118.89297,1
Y,03048588,FRACK,Aera Energy LLC,7125I-2,!BELRIDGE I! 7125I-2,=,null,BELRIDGE SOUTH OILFIELD,35.438697,-119.69563,1
Y,03046667,FRACK,Aera Energy LLC,516WHZLR-33,WELL # 516WHZLR-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.444577,-119.72483,1
null,11121492,FRACK,Vintage Production California LLC,712,!FERNDALE! 712 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4386387,-119.08288,1
null,03000607,FRACK,Chevron U.S.A. Inc.,2102R,WELL # 2102R - DIRECTIONALLY DRILLED,=,null,CYMRIC OILFIELD,35.352814,-119.66164,1
Y,03046053,FRACK,Aera Energy LLC,764EL-29,WELL # 764EL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.464465,-119.73162,1
null,11120945,FRACK,Vaquero Energy Inc.,3-44,!HUNTER-REHART! 3-44 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4635035,-118.85944,1
Y,03048385,FRACK,Aera Energy LLC,722DU-29 ,WELL # 722DU-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.466828,-119.73917,1
null,05906772,FRACK,Linn Operating Inc.,23,!MENCHEGO! 23,=,null,BREA-OLINDA OILFIELD,33.9421161,-117.88372,1
Y,23727206,FRACK,Occidental Oil and Gas ,C344 ,WELL # C344 ,=,null,WILMINGTON OILFIELD,33.739378,-118.13867,1
Y,03048736,FRACK,Aera Energy LLC,7436E-2,!BELRIDGE V! 7436E-2,=,null,BELRIDGE SOUTH OILFIELD,35.430953,-119.68585,1
null,11121179,FRACK,Seneca Resources Corporation,65-31,!CAL PAC! 65-31 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4730033,-118.90911,1
Y,03047163,FRACK,Aera Energy LLC,7358C-2,!BELRIDGE V! 7358C-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.43284,-119.68330,1
null,11100200,FRACK,Seneca Resources Corporation,76-32,!HANSEN! 76-32 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4724685,-118.88645,1
Y,03025116,FRACK,Occidental Oil and Gas ,65N-24Z ,WELL # 65N-24Z ,=,null,ELK HILLS OILFIELD,35.30318,-119.56131,1
Y,03044854,FRACK,Occidental of Elk Hills Inc.,56H-34R,WELL # 56H-34R,=,null,ELK HILLS OILFIELD,35.272135,-119.49165,1
Y,03046057,FRACK,Aera Energy LLC,764LL-29,WELL # 764LL-29,=,null,BELRIDGE SOUTH OILFIELD,35.463751,-119.73163,1
Y,03048731,FRACK,Aera Energy LLC,7577B-2,!BELRIDGE II! 7577B-2,=,null,BELRIDGE SOUTH OILFIELD,35.427728,-119.67961,1
Y,03044762,FRACK,Aera Energy LLC,952D-29,WELL # 952D-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.468217,-119.73168,1
Y,03050115,FRACK,Aera Energy LLC,564N1-33 ,WELL # 564N1-33 ,=,null,BELRIDGE SOUTH OILFIELD,35.448699,-119.71260,1
null,11121238,FRACK,Seneca Resources Corporation,A-8,!FRANKEL! A-8 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4798560,-118.87769,1
Y,03048846,FRACK,Aera Energy LLC,538ER4-20,WELL # 538ER4-20,=,null,BELRIDGE SOUTH OILFIELD,35.471714,-119.73838,1
null,05905536,FRACK,Columbine Associates,3,!DOMETAL! 3,=,null,ESPERANZA OILFIELD,33.900668,-117.76269,1
Y,03022893,FRACK,Chevron U.S.A. Inc.,714,WELL # 714 - DIRECTIONALLY DRILLED,=,null,MCKITTRICK OILFIELD,35.319683,-119.63887,1
Y,03049349,FRACK,Aera Energy LLC,721LL-29 ,WELL # 721LL-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.469051,-119.74069,1
null,11120542,FRACK,Seneca Resources Corporation,32-6,!BONEBRAKE B! 32-6 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4654016,-118.91753,1
Y,03047958,FRACK,Aera Energy LLC,576D1-29,WELL # 576D1-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.459171,-119.72727,1
Y,03048200,FRACK,Aera Energy LLC,7600 ,WELL # 7600 ,=,null,LOST HILLS OILFIELD,35.659898,-119.76062,1
null,11120632,FRACK,Seneca Resources Corporation,24-28,!TAR CREEK! 24-28 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4919838,-118.88043,1
null,11120279,FRACK,Seneca Resources Corporation,9,!MEL BLANC! 9 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4682430,-118.89986,1
Y,03047652,FRACK,Aera Energy LLC,918M-18,WELL # 918M-18 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.485238,-119.76005,1
null,11121563,FRACK,Vintage Production California LLC,716,!FERNDALE! 716 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4385374,-119.08300,1
null,03021605,FRACK,Vintage Production California LLC,26D,!SARRETT FEE! 26D - NOT DIRECTIONALLY DRILLED,=,null,MOUNT POSO OILFIELD,35.606199,-118.97205,1
Y,03048423,FRACK,Occidental of Elk Hills Inc.,48-30R,WELL # 48-30R,=,null,ELK HILLS OILFIELD,35.2823519,-119.54610,1
Y,03048525,FRACK,Aera Energy LLC,987Q-33,WELL # 987Q-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.443705,-119.70729,1
null,11120184,FRACK,Seneca Resources Corporation,27-33,!WHITE STAR! 27-33 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4694014,-118.88131,1
Y,03043917,FRACK,Vintage Production California LLC,33-4H,!BROWN UNIT! 33-4H,=,null,SHAFTER NORTH OILFIELD,35.551235,-119.29148,1
Y,03047793,FRACK,Exxon Mobil Corporation,674QW,!HILL! 674QW,=,null,BELRIDGE SOUTH OILFIELD,35.477641,-119.7465,1
null,11120286,FRACK,Seneca Resources Corporation,11,!MEL BLANC! 11 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4772569,-118.89118,1
null,11120843,FRACK,Vintage Production California LLC,20,!ARCO! 20 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4303541,-119.09968,1
Y,03046701,FRACK,Occidental of Elk Hills Inc.,7-3-35B,WELL # 7-3-35B - DIRECTIONALLY DRILLED,=,null,BUENA VISTA OILFIELD,35.190774,-119.47004,1
Y,03048612,FRACK,Aera Energy LLC,7178H-3,!BELRIDGE III! 7178H-3,=,null,BELRIDGE SOUTH OILFIELD,35.436683,-119.69807,1
Y,03044853,FRACK,Occidental of Elk Hills Inc.,64EX-3G,WELL # 64EX-3G - DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.262337,-119.38131,1
Y,03048646,FRACK,Aera Energy LLC,7338D-2,!BELRIDGE V! 7338D-2,=,null,BELRIDGE SOUTH OILFIELD,35.433419,-119.68769,1
null,03041053,FRACK,Vaquero Energy Inc.,101,!COLM! 101 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.48092,-119.77530,1
null,03044396,FRACK,Berry Petroleum Company,51-51,!SOUTHWESTERN! 51-51 - DIRECTIONALLY DRILLED,=,null,MIDWAY-SUNSET OILFIELD,35.25588,-119.58158,1
Y,03047478,FRACK,Aera Energy LLC,558L5-36,!RESULT! 558L5-36 - DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.52876,-119.77672,1
null,11120951,FRACK,Seneca Resources Corporation,23,!FRANKEL B! 23 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4701632,-118.85864,1
Y,03044830,FRACK,Aera Energy LLC,7046,!LOST HILLS TWO! 7046 - DIRECTIONALLY DRILLED,=,null,LOST HILLS OILFIELD,35.568488,-119.75764,1
Y,03047904,FRACK,Aera Energy LLC,933FR-29 ,WELL # 933FR-29 ,=,null,BELRIDGE SOUTH OILFIELD,35.466116,-119.73761,1
Y,03046981,FRACK,Aera Energy LLC,731GL-29,WELL # 731GL-29 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.469944,-119.73735,1
Y,03046902,FRACK,Aera Energy LLC,548N4-35,WELL # 548N4-35 - HORIZONTALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.53251,-119.78012,1
Y,03047479,FRACK,Aera Energy LLC,501A3-2,WELL # 501A3-2 - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE NORTH OILFIELD,35.526324,-119.78026,1
Y,03048207,FRACK,Aera Energy LLC,942AR-33,WELL # 942AR-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.453601,-119.71770,1
Y,03049295,FRACK,Aera Energy LLC,536C1-34 ,WELL # 536C1-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.446162,-119.70176,1
Y,03047553,FRACK,Aera Energy LLC,7552,!LOST HILLS TWO! 7552,=,null,LOST HILLS OILFIELD,35.660592,-119.76203,1
Y,03048257,FRACK,Aera Energy LLC,765DL-33,WELL # 765DL-33 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.446715,-119.71205,1
Y,02120936,FRACK,Venoco Inc.,18-3,!CARRIERE! 18-3 - NOT DIRECTIONALLY DRILLED,=,null,WILLOWS-BEEHIVE BEND GAS OILFIELD,39.5049527,-122.01326,1
Y,03046650,FRACK,Aera Energy LLC,7340G-2,!BELRIDGE V! 7340G-2 - HORIZONTALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.433324,-119.68888,1
Y,03044698,FRACK,Chevron U.S.A. Inc.,2-11D,WELL # 2-11D,=,null,LOST HILLS OILFIELD,35.6318014,-119.74111,1
null,11100159,FRACK,Seneca Resources Corporation,2,!MEL BLANC! 2 - NOT DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4727384,-118.89357,1
null,11121259,FRACK,Vintage Production California LLC,89,!OJAI! 89 - NOT DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4220667,-119.14619,1
Y,03049581,FRACK,Aera Energy LLC,513A-34 ,WELL # 513A-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.450067,-119.70635,1
null,11120112,FRACK,Seneca Resources Corporation,4,!FRANKEL B! 4 - DIRECTIONALLY DRILLED,=,null,SESPE OILFIELD,34.4734204,-118.87341,1
Y,03046338,FRACK,Vintage Production California LLC,16-14W,!TWISSELMAN! 16-14W - NOT DIRECTIONALLY DRILLED,=,null,MONUMENT JUNCTION OILFIELD,35.3991922,-119.69004,1
Y,03045201,FRACK,Occidental of Elk Hills Inc.,24H-6G,WELL # 24H-6G - HORIZONTALLY DRILLED,=,null,ELK HILLS OILFIELD,35.261417,-119.44408,1
Y,03044500,FRACK,Exxon Mobil Corporation,631JW,!HILL! 631JW - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.482922,-119.75604,1
null,11120651,FRACK,Vintage Production California LLC,63,!HAMP! 63 - DIRECTIONALLY DRILLED,=,null,OJAI OILFIELD,34.4350930,-119.09001,1
Y,03050199,FRACK,Aera Energy LLC,916RR2-34 ,WELL # 916RR2-34 ,=,null,BELRIDGE SOUTH OILFIELD,35.444497,-119.70638,1
Y,03044523,FRACK,Exxon Mobil Corporation,631C,!HILL! 631C - NOT DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.483959,-119.75501,1
Y,03047168,FRACK,Aera Energy LLC,7409E-2,!BELRIDGE V! 7409E-2 - DIRECTIONALLY DRILLED,=,null,BELRIDGE SOUTH OILFIELD,35.431696,-119.68442,1
Y,03048196,FRACK,Aera Energy LLC,7525 ,WELL # 7525 ,=,null,LOST HILLS OILFIELD,35.661301,-119.76049,1
Y,02958310,FRACK,Occidental of Elk Hills Inc.,66-24Z,WELL # 66-24Z - NOT DIRECTIONALLY DRILLED,=,null,ELK HILLS OILFIELD,35.301354,-119.55901,1
